nr,date,total_1,total_2,truck_1,truck_2,name,land,type,roadid,lat,lng
5060,1452042000,88,136,34,40,Euskirchen/Bliesheim,NW,A,1,50.75955211,6.81745222
5060,1452045600,74,109,31,35,Euskirchen/Bliesheim,NW,A,1,50.75955211,6.81745222
5010,1451869200,113,165,13,28,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451865600,218,279,22,36,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451872800,76,120,25,33,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451876400,85,95,33,48,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451880000,114,99,44,47,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451883600,260,192,91,68,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451894400,2215,1143,145,170,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451890800,2200,881,131,151,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451898000,1798,907,168,143,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451905200,1349,1203,180,197,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451901600,1412,928,160,161,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451908800,1349,1280,171,191,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451887200,1043,501,121,121,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451916000,1360,1407,193,212,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451919600,1248,1526,167,185,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451923200,1245,1993,149,170,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451930400,1321,2293,118,157,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451926800,1279,2406,128,191,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451934000,1006,1623,97,135,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451937600,676,1073,61,121,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451944800,388,460,67,82,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451948400,252,385,47,59,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451941200,609,747,65,91,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451952000,171,261,41,48,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451955600,79,142,45,44,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451962800,90,94,50,53,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451959200,115,95,64,54,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451966400,130,99,69,62,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451912400,1311,1295,194,216,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451970000,269,170,111,98,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451973600,945,450,132,165,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451977200,2115,668,162,157,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451980800,2262,932,179,168,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451984400,1918,918,257,210,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451988000,1475,901,233,227,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451991600,1245,1025,194,228,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451995200,1240,993,214,204,Hürth,NW,A,1,50.83880436,6.79765141
5010,1451998800,1233,1097,237,204,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452002400,1299,1321,220,204,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452006000,1276,1520,223,203,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452009600,1296,2121,202,174,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452013200,1444,2496,186,180,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452016800,1389,2389,137,147,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452020400,1051,1717,104,123,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452024000,776,1140,88,106,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452027600,622,717,67,88,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452031200,409,488,53,53,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452038400,175,251,46,38,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452034800,274,429,40,60,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452042000,96,126,45,42,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452049200,104,96,64,53,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452045600,86,95,40,35,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452056400,258,158,103,88,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452052800,107,111,51,63,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452060000,961,417,143,146,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452067200,2381,1138,204,221,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452070800,2173,1093,273,203,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452074400,1695,1141,281,215,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452078000,1387,1114,250,202,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452081600,1379,1265,224,242,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452085200,1312,1276,217,234,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452088800,1429,1436,216,264,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452092400,1407,1717,201,229,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452096000,1415,2214,191,222,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452099600,1420,2501,176,205,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452103200,1427,2204,145,173,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452106800,1147,2073,124,178,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452063600,2139,717,190,142,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452117600,372,515,55,74,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452114000,570,763,60,84,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452121200,282,408,60,60,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452124800,179,233,46,37,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452128400,105,136,44,36,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452135600,63,85,38,47,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452132000,96,96,50,34,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452139200,119,120,64,78,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452142800,241,174,99,114,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452146400,995,459,151,172,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452150000,2286,817,168,199,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452157200,2189,1128,239,204,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452153600,2596,1210,182,201,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452110400,762,1179,76,111,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452164400,1238,1041,204,200,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452171600,1224,1243,233,206,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452168000,1148,1039,244,213,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452175200,1265,1391,248,226,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452182400,1342,1992,205,208,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452178800,1224,1601,221,208,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452160800,1533,1048,238,202,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452193200,1156,2063,155,149,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452196800,784,1244,98,95,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452189600,1361,2591,149,175,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452200400,494,811,72,101,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452204000,359,511,52,65,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452211200,167,277,44,38,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452214800,133,150,50,51,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452207600,284,465,54,60,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452186000,1426,2208,186,143,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452225600,135,106,70,73,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452229200,258,161,123,89,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452232800,900,398,144,139,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452236400,2117,725,199,146,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452240000,2477,1146,204,188,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452243600,2020,995,264,159,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452247200,1437,1187,230,215,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452250800,1226,1361,210,230,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452254400,1338,1735,231,245,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452258000,1504,2003,247,235,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452261600,1753,2206,212,232,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452265200,1674,2496,202,220,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452268800,1549,2516,168,201,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452272400,1576,2542,140,173,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452218400,101,91,47,44,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452276000,1609,2399,140,167,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452279600,1437,1830,140,122,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452283200,960,1289,70,112,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452286800,700,870,57,102,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452290400,490,591,67,57,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452294000,376,544,56,61,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452297600,262,372,36,38,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452304800,122,219,34,31,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452301200,212,297,42,39,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452308400,103,152,43,40,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452315600,125,116,50,41,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452222000,93,96,55,46,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452319200,296,267,57,57,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452322800,341,352,60,59,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452330000,810,723,85,51,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452326400,562,483,84,68,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452333600,1040,1001,79,61,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452340800,1457,1692,80,69,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452344400,1504,1619,72,41,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452337200,1268,1409,62,49,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452348000,1545,1565,59,52,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452351600,1507,1665,56,60,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452355200,1462,1465,44,47,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452358800,1421,1427,49,25,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452362400,1504,1350,39,32,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452369600,987,979,30,22,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452366000,1292,1146,29,30,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452373200,862,688,23,18,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452376800,546,469,20,10,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452380400,404,445,20,12,Hürth,NW,A,1,50.83880436,6.79765141
5010,1452312000,89,149,38,44,Hürth,NW,A,1,50.83880436,6.79765141
5048,1451869200,265,527,14,11,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451865600,407,786,8,2,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451872800,148,342,11,18,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451880000,189,205,22,29,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451876400,146,218,15,14,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451883600,434,424,52,81,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451894400,4183,3209,185,160,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451887200,1804,1466,99,169,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451901600,2169,2314,182,170,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451905200,2041,2361,204,195,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451898000,2983,2593,186,163,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451912400,2306,2376,235,195,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451908800,2135,2235,191,168,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451916000,2668,2580,209,166,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451926800,3289,4096,101,137,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451923200,3156,3872,132,147,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451919600,2752,3177,182,152,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451930400,3211,3800,86,82,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451934000,2494,2888,90,62,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451890800,3770,3125,127,142,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451944800,996,982,34,53,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451948400,796,1149,33,28,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451952000,376,565,35,27,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451955600,208,273,33,26,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451959200,181,212,27,33,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451937600,1655,1911,71,62,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451962800,157,151,24,25,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451941200,1250,1294,52,62,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451966400,175,219,34,50,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451980800,4299,3027,150,134,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451984400,3333,2654,210,138,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451977200,3659,3458,124,168,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451988000,2328,2862,205,169,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451991600,1884,2518,216,176,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451995200,1990,2434,194,178,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451998800,2159,1686,217,145,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452002400,2662,2166,237,171,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452006000,3022,3169,198,188,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452009600,3261,3991,174,162,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452016800,2981,4146,105,98,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452013200,3482,4264,128,134,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452020400,2727,3245,86,84,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451970000,375,329,70,78,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452031200,1115,1020,45,51,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452034800,921,1226,35,39,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452027600,1356,1400,59,70,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452038400,416,560,31,31,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452042000,249,267,23,19,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452045600,174,210,23,21,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452049200,147,179,25,35,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452052800,188,231,42,36,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452060000,1724,1340,101,196,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452056400,359,341,73,92,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452063600,3778,3038,160,162,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1451973600,1699,1330,104,122,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452024000,1852,2045,72,74,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452067200,4732,3157,187,153,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452070800,4132,2818,190,153,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452074400,3090,2559,218,208,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452078000,2378,2304,228,235,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452081600,2419,2284,254,220,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452085200,2491,2351,281,204,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452088800,2881,2501,207,203,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452092400,2962,3339,198,194,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452099600,3572,4382,114,139,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452096000,3421,4169,153,175,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452103200,3219,3849,102,106,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452114000,1373,1331,43,57,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452117600,1073,993,45,63,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452121200,897,1213,37,33,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452124800,403,541,29,33,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452128400,245,235,34,27,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452132000,171,177,24,25,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452139200,185,174,38,33,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452142800,330,355,54,115,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452146400,1767,1281,111,172,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452150000,4089,3308,124,167,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452153600,4842,3613,151,164,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452157200,3377,3236,191,169,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452160800,2880,2614,223,214,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452164400,2114,2192,231,207,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452168000,2120,2157,224,185,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452135600,130,147,25,30,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452171600,2354,2299,256,184,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452175200,2805,2688,218,235,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452178800,3036,3509,192,173,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452106800,2874,3167,86,75,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452186000,3477,3585,125,102,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452189600,3115,3528,76,99,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452193200,2692,3342,82,65,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452196800,1895,2218,70,74,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452204000,1123,968,37,46,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452200400,1312,1349,42,67,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452182400,3425,4212,155,183,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452214800,253,271,29,30,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452211200,504,571,52,19,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452218400,197,182,28,28,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452222000,154,144,24,29,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452225600,182,173,37,40,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452229200,382,334,72,93,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452236400,3804,3065,157,146,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452240000,4658,3865,187,159,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452243600,3493,2899,191,130,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452232800,1673,1249,102,162,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452247200,2273,2976,223,191,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452250800,2003,2877,227,212,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452254400,2471,3051,248,228,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452110400,1860,2002,82,81,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452207600,906,1211,41,34,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452258000,3186,3305,232,188,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452261600,3733,3867,225,194,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452265200,3724,4365,181,182,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452272400,3221,4189,110,106,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452268800,3371,4285,128,169,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452279600,2875,3101,75,68,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452276000,3213,3970,101,106,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452286800,1469,1544,36,45,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452283200,2103,2213,56,67,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452290400,1164,1197,26,44,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452294000,1060,1287,26,25,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452297600,725,863,27,32,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452301200,584,543,28,23,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452312000,238,202,22,19,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452308400,240,269,17,18,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452315600,270,236,30,52,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452319200,555,459,21,84,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452322800,618,802,33,34,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452326400,771,960,52,33,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452304800,402,372,17,37,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452333600,1654,2030,52,35,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452340800,2287,2676,37,32,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452337200,2027,2481,55,42,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452344400,2608,2732,41,23,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452348000,2693,2759,32,24,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452351600,2899,3009,18,13,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452330000,1336,1362,69,39,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452362400,2847,2641,16,4,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452358800,2782,2527,20,8,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452366000,2561,2385,13,9,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452369600,1935,1984,3,7,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452355200,2805,2707,22,12,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452373200,1569,1447,10,1,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452376800,1117,1221,2,2,Köln-Nord,NW,A,1,51.00823915,6.91165795
5048,1452380400,1002,1099,4,1,Köln-Nord,NW,A,1,51.00823915,6.91165795
5011,1451865600,492,929,74,65,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451869200,306,678,59,72,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451872800,204,483,72,82,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451883600,362,524,119,157,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451887200,847,1666,193,238,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451890800,1760,2341,179,224,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451894400,2244,2066,187,176,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451898000,2070,1801,248,200,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451901600,1695,1788,218,214,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451905200,1713,1809,242,228,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451908800,1849,1804,269,214,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451912400,1763,1846,244,219,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451916000,1867,1929,255,216,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451919600,1902,1927,229,207,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451923200,2420,2123,225,199,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451926800,2459,2249,179,183,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451930400,2383,2254,168,171,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451937600,1265,1501,145,140,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451934000,1882,2031,144,161,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451944800,736,826,132,112,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451941200,1056,1138,150,148,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451876400,210,272,88,77,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451955600,247,372,78,116,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451952000,372,481,106,106,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451959200,217,231,93,100,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451962800,219,255,106,132,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451966400,218,284,112,160,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451970000,296,433,163,217,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451973600,727,1318,201,250,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451948400,621,696,140,120,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451980800,2213,2129,249,292,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451984400,2144,1539,247,204,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451988000,1699,1523,255,212,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451991600,1686,1547,322,236,Schloss Burg,NW,A,1,51.12403353,7.17333592
5011,1451995200,1772,1589,278,260,Schloss Burg,NW,A,1,51.12403353,7.17333592
