nr,date,total_1,total_2,truck_1,truck_2,name,land,type,roadid,lat,lng
304,1451869200,39,50,2,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451872800,27,29,2,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451865600,103,60,2,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451876400,19,28,3,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451880000,29,34,4,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451883600,46,182,7,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451887200,142,535,10,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451890800,312,1130,22,21,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451894400,457,1243,17,27,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451898000,362,815,23,20,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451901600,350,653,20,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451905200,421,545,22,27,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451908800,482,548,21,23,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451923200,1022,520,17,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451926800,1300,550,17,21,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451930400,1091,509,8,16,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451934000,763,391,7,11,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451937600,483,331,6,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451941200,359,252,5,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451912400,600,595,18,21,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451916000,732,590,20,25,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451919600,922,527,19,25,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451944800,272,198,3,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451948400,342,104,3,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451952000,112,64,3,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451955600,39,32,3,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451959200,32,39,2,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451973600,147,556,10,12,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451977200,373,1093,23,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451980800,463,1236,20,33,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451984400,348,938,26,25,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451988000,363,674,30,29,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451991600,423,550,25,27,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451995200,492,547,26,29,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451998800,573,506,22,23,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452002400,725,554,25,27,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452006000,942,532,23,35,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452009600,1039,518,24,25,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452013200,1236,572,21,21,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452016800,1093,537,10,14,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452020400,760,455,8,13,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452024000,497,325,7,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452027600,376,248,6,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452031200,258,220,3,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452034800,407,112,4,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451962800,23,35,4,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451966400,24,42,4,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1451970000,52,160,7,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452038400,111,65,3,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452042000,55,24,3,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452045600,33,34,2,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452049200,17,35,5,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452052800,16,42,4,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452067200,438,1300,21,32,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452070800,374,885,24,32,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452074400,381,674,24,32,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452078000,426,596,27,34,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452081600,478,533,28,35,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452085200,614,597,22,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452088800,773,540,24,29,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452092400,1016,545,23,36,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452096000,1066,543,24,29,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452099600,1279,565,22,23,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452103200,1093,612,11,17,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452106800,737,449,11,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452110400,476,343,7,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452114000,444,266,5,8,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452117600,327,232,3,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452121200,374,145,4,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452124800,133,74,4,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452128400,66,29,4,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452056400,39,185,7,10,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452060000,142,566,14,12,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452063600,352,1119,28,28,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452132000,23,43,2,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452135600,28,26,4,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452139200,18,40,6,11,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452142800,41,185,7,10,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452146400,162,552,18,14,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452160800,372,676,30,32,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452164400,377,540,32,31,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452168000,469,560,29,32,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452171600,631,587,26,28,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452175200,720,603,33,35,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452178800,928,564,24,42,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452182400,1029,544,28,35,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452186000,1235,557,19,21,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452189600,1027,527,11,17,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452193200,881,478,9,12,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452196800,529,402,8,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452200400,410,250,7,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452204000,304,222,4,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452207600,359,121,4,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452211200,126,61,4,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452214800,65,37,2,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452218400,31,31,2,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452222000,41,30,4,8,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452157200,395,926,29,33,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452153600,448,1256,26,34,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452225600,26,54,8,11,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452229200,42,175,9,8,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452232800,143,541,14,13,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452236400,352,1032,26,23,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452240000,426,1254,21,30,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452243600,356,1023,32,30,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452247200,392,666,29,33,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452250800,450,599,25,34,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452254400,505,535,31,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452258000,771,581,25,31,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452261600,988,613,25,28,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452265200,1105,614,20,29,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452268800,1141,594,17,24,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452272400,1047,628,13,23,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452276000,958,620,10,15,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452279600,785,593,7,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452283200,615,475,6,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452286800,439,346,6,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452290400,340,284,5,8,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452297600,218,142,4,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452294000,443,202,5,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452301200,156,107,2,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452304800,83,76,3,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452308400,69,38,2,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452312000,43,45,4,7,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452315600,54,105,6,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452322800,204,128,6,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452319200,78,185,4,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452326400,145,223,7,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452337200,369,500,9,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452340800,434,547,6,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452344400,523,562,5,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452348000,585,561,4,5,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452351600,624,521,5,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452355200,540,550,3,4,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452358800,593,520,3,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452362400,548,549,3,3,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452150000,376,1053,27,30,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452366000,582,517,1,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452369600,434,400,2,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452376800,225,202,0,2,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452373200,369,258,1,1,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452333600,252,424,5,6,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452330000,200,308,3,9,Von der Heydt,SL,A,1,49.27113733,6.96139813
304,1452380400,265,175,1,0,Von der Heydt,SL,A,1,49.27113733,6.96139813
185,1451865600,100,70,3,1,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451869200,48,54,4,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451872800,22,25,1,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451876400,19,25,4,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451880000,26,37,6,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451883600,53,153,5,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451887200,148,514,10,10,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451890800,370,1056,19,19,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451894400,436,1321,14,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451898000,393,904,20,12,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451901600,364,603,17,21,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451905200,393,524,18,19,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451908800,405,482,18,17,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451912400,565,510,12,17,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451916000,677,485,19,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451919600,834,478,17,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451923200,963,495,18,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451926800,1219,534,15,17,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451930400,1038,508,6,16,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451934000,735,393,9,9,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451937600,447,277,7,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451941200,359,243,4,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451944800,268,190,2,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451948400,312,90,3,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451952000,122,54,3,1,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451955600,47,30,1,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451959200,21,20,1,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451962800,15,21,2,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451966400,19,38,4,9,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451970000,38,148,6,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451973600,143,501,10,10,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451977200,395,1075,22,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451980800,438,1324,20,31,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451984400,417,941,23,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451988000,401,630,24,27,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451991600,423,521,21,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451995200,451,464,22,25,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1451998800,580,513,21,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452002400,697,520,23,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452006000,730,558,19,26,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452009600,1068,559,25,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452013200,1257,580,19,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452016800,1112,539,10,13,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452020400,794,450,6,11,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452024000,526,326,6,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452027600,418,257,5,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452031200,292,226,4,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452034800,337,111,4,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452038400,107,54,3,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452042000,54,40,2,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452045600,21,31,1,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452049200,21,31,4,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452052800,20,42,4,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452056400,35,164,5,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452060000,144,516,12,13,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452063600,382,1074,27,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452067200,439,1301,22,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452070800,415,930,22,31,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452074400,377,654,25,27,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452078000,415,543,22,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452081600,471,491,25,30,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452085200,603,554,19,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452088800,698,578,20,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452092400,921,545,21,34,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452096000,1020,543,22,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452099600,1273,581,20,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452103200,1072,566,11,14,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452106800,803,486,11,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452110400,545,310,6,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452114000,399,280,5,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452117600,312,226,4,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452121200,336,117,3,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452124800,119,51,3,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452128400,72,39,4,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452132000,30,39,2,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452135600,22,25,3,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452139200,26,41,5,10,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452142800,37,169,6,9,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452146400,148,516,16,13,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452150000,377,1093,26,24,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452153600,440,1380,25,32,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452157200,390,976,27,26,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452160800,366,682,26,32,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452164400,390,548,27,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452168000,456,505,28,28,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452171600,611,581,21,26,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452175200,702,574,28,31,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452178800,904,580,24,36,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452182400,1060,610,27,30,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452186000,1283,611,20,21,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452189600,1080,569,15,17,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452193200,818,488,9,9,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452196800,517,344,6,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452200400,421,295,7,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452204000,311,226,4,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452214800,56,36,2,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452207600,357,121,4,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452218400,39,33,2,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452222000,23,32,3,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452225600,28,44,5,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452229200,39,155,6,9,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452232800,138,477,12,11,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452211200,147,69,3,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452243600,407,915,31,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452240000,311,898,15,20,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452247200,392,670,24,31,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452250800,454,599,28,26,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452254400,542,538,27,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452258000,750,607,19,22,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452236400,377,1017,27,19,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452268800,1127,657,25,23,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452265200,1104,584,25,31,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452276000,898,639,10,12,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452272400,1088,609,18,18,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452283200,556,470,6,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452279600,750,625,8,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452286800,449,356,3,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452261600,921,613,24,29,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452290400,336,273,5,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452301200,192,105,3,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452297600,284,139,4,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452304800,119,80,2,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452308400,73,52,3,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452312000,68,65,5,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452315600,68,113,5,5,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452319200,103,218,5,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452294000,447,191,3,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452330000,182,273,4,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452333600,354,561,7,8,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452337200,434,604,7,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452340800,487,641,6,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452344400,613,681,5,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452348000,696,692,4,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452351600,786,674,5,6,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452355200,658,637,3,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452358800,668,564,5,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452362400,663,648,2,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452366000,674,628,5,4,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452369600,404,391,2,2,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452326400,170,279,9,7,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452376800,276,239,1,3,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452380400,392,224,1,1,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452373200,400,325,1,1,Kirschheck,SL,A,1,49.27986791,6.96243098
185,1452322800,192,134,6,7,Kirschheck,SL,A,1,49.27986791,6.96243098
823,1451865600,60,34,4,1,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451869200,18,27,1,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451883600,31,107,7,8,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451876400,10,16,2,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451887200,93,315,5,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451890800,202,707,17,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451894400,270,872,11,16,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451898000,213,486,11,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451901600,183,341,15,16,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451872800,16,15,2,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451908800,220,269,11,14,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451912400,291,312,10,22,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451916000,369,310,7,21,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451923200,545,261,11,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451919600,547,252,14,17,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451926800,738,287,11,11,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451880000,13,17,3,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451934000,352,206,0,3,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451937600,220,144,1,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451941200,121,138,6,7,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451944800,124,103,2,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451930400,579,278,4,15,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451905200,227,250,15,9,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451948400,56,55,1,3,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451952000,51,26,3,2,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451955600,16,19,5,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451959200,18,26,0,6,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451962800,18,22,2,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451966400,15,30,2,9,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451970000,29,93,10,4,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451973600,86,337,7,10,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451977200,231,702,18,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451980800,271,886,19,22,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451984400,201,570,15,35,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451988000,204,377,20,20,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451991600,239,277,13,16,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451995200,214,284,18,27,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1451998800,279,269,12,19,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
823,1452002400,382,274,18,18,Saarbrücken-Neuhaus,SL,A,1,49.29163294,6.95722539
